Paper ID,Title,Authors,Year,Publication Date,Venue,Citation Count,Source Database,Abstract,URL,Gen_AI_Technology
c39ff167b7a72860be64e87dcf15bd579e6748b3,A Narrative Review of the Role of Artificial Intelligence in Supporting the Mental Health of Patients with Breast Cancer,J. K. Penberthy; David R. Penberthy; Jennifer Bires; PhD J. Kim Penberthy,2025.0,2025-08-01,AI in Precision Oncology,0,Semantic Scholar,"Up to 50% of patients with breast cancer experience anxiety, depression, or post-traumatic stress disorder during or after treatment. Despite the critical need for mental health support, barriers such as stigma, limited access to psycho-oncology services, and time constraints in oncology care prevent many patients from receiving timely and effective interventions. Artificial intelligence (AI) has the potential to revolutionize mental health care for patients with breast cancer by enhancing early detection, personalizing interventions, and enabling continuous psychological monitoring. AI-driven technologies, including natural language processing, machine learning, and wearable biometric monitoring, can help to identify at-risk patients, provide tailored interventions, and expand mental health support beyond traditional clinical settings. AI-powered chatbots and telepsychiatry platforms offer scalable, cost-effective solutions that increase access to psychological care, while predictive modeling and recommender systems help tailor therapy approaches based on individual patient profiles. Wearable and sensor-based AI technologies provide real-time distress detection, allowing for timely interventions and improved long-term psychological well-being. However, despite great promise, the integration of AI into psycho-oncology mental health care presents significant challenges. Issues related to data privacy, algorithmic bias, clinician adoption, and patient trust must be addressed to ensure responsible and ethical implementation. AI models require diverse, representative datasets to avoid disparities in care, and human-AI hybrid approaches are essential to maintain the empathy and nuance required for mental health interventions. We review current applications, benefits, limitations, and future directions of AI in supporting the mental health of patients with breast cancer. AI has the potential to significantly improve psychological care, survivorship outcomes, and overall quality of life for patients with breast cancer.",https://www.semanticscholar.org/paper/c39ff167b7a72860be64e87dcf15bd579e6748b3,None
b7bbf83614a8ec7e016c37e59b53d7ac8c7f266a,ROLE OF ARTIFICIAL INTELLIGENCE IN SCHOOL HEALTH CARE AND NUTRITION EDUCATION,Sornappriyanka Sornappriyanka; M. Suganthi,2025.0,2025-09-15,PARIPEX-INDIAN JOURNAL OF RESEARCH,0,Semantic Scholar,"The integration of Artificial Intelligence (AI) into school health and nutrition education is transforming traditional
approaches by offering personalized, data-driven, and interactive learning experiences. AI technologies facilitate
tailored health programs by analyzing individual student data, including dietary habits, physical activity, and mental
well-being,to provide customized recommendations and interventions.In nutrition education,AI-powered applications
can assess students' dietary patterns, suggest personalized meal plans, and educate on portion control and nutrient
intake.Moreover, AI enhances physical education through wearable devices that monitor activity levels and provide
real-time feedback,encouraging active lifestyles among students.In the realm of mental health,AI-driven chatbots and
virtual counselors offer immediate support, identify early signs of distress, and connect students with appropriate
resources.Despite these advancements,challenges such as data privacy,ethical considerations,and equitable access to
technology persist.Addressing these issues requires robust data governance policies,transparent communication with
stakeholders, and investment in infrastructure and training. As AI continues to evolve, its potential to enhance health
outcomes and promote well-being in educational settings remains significant.",https://www.semanticscholar.org/paper/b7bbf83614a8ec7e016c37e59b53d7ac8c7f266a,None
38e10f8f0ea666ded9d9c1e47bf0e96007a96263,Primary care physicians’ perceptions of artificial intelligence systems in the care of adolescents’ mental health,Pooria Ghadiri; Mark J Yaffe; Alayne M Adams; Samira Abbasgholizadeh-Rahimi,2024.0,2024-06-13,BMC Primary Care,5,Semantic Scholar,"Given that mental health problems in adolescence may have lifelong impacts, the role of primary care physicians (PCPs) in identifying and managing these issues is important. Artificial Intelligence (AI) may offer solutions to the current challenges involved in mental health care. We therefore explored PCPs’ challenges in addressing adolescents’ mental health, along with their attitudes towards using AI to assist them in their tasks. We used purposeful sampling to recruit PCPs for a virtual Focus Group (FG). The virtual FG lasted 75 minutes and was moderated by two facilitators. A life transcription was produced by an online meeting software. Transcribed data was cleaned, followed by a priori and inductive coding and thematic analysis. We reached out to 35 potential participants via email. Seven agreed to participate, and ultimately four took part in the FG. PCPs perceived that AI systems have the potential to be cost-effective, credible, and useful in collecting large amounts of patients’ data, and relatively credible. They envisioned AI assisting with tasks such as diagnoses and establishing treatment plans. However, they feared that reliance on AI might result in a loss of clinical competency. PCPs wanted AI systems to be user-friendly, and they were willing to assist in achieving this goal if it was within their scope of practice and they were compensated for their contribution. They stressed a need for regulatory bodies to deal with medicolegal and ethical aspects of AI and clear guidelines to reduce or eliminate the potential of patient harm. This study provides the groundwork for assessing PCPs’ perceptions of AI systems’ features and characteristics, potential applications, possible negative aspects, and requirements for using them. A future study of adolescents’ perspectives on integrating AI into mental healthcare might contribute a fuller understanding of the potential of AI for this population.",https://www.semanticscholar.org/paper/38e10f8f0ea666ded9d9c1e47bf0e96007a96263,None
2e715a729d5adc1582f7248fc18808cd1c72ea6e,The utilization of artificial intelligence in mental health.,Alen Greš; D. Staver,2025.0,,Rivista di psichiatria,0,Semantic Scholar,,https://www.semanticscholar.org/paper/2e715a729d5adc1582f7248fc18808cd1c72ea6e,None
5d467329042ac56d16119a9d022801ff8a73e80f,The Role of Artificial Intelligence in Identifying Depression and Anxiety: A Comprehensive Literature Review,Fabeha Zafar; Laraib Fakhare Alam; Rafael R Vivas; Jada Wang; See Jia Whei; Sameer Mehmood; Amirali Sadeghzadegan; Mohit Lakkimsetti; Zahra Nazir,2024.0,2024-03-01,Cureus,38,Semantic Scholar,"This narrative literature review undertakes a comprehensive examination of the burgeoning field, tracing the development of artificial intelligence (AI)-powered tools for depression and anxiety detection from the level of intricate algorithms to practical applications. Delivering essential mental health care services is now a significant public health priority. In recent years, AI has become a game-changer in the early identification and intervention of these pervasive mental health disorders. AI tools can potentially empower behavioral healthcare services by helping psychiatrists collect objective data on patients' progress and tasks. This study emphasizes the current understanding of AI, the different types of AI, its current use in multiple mental health disorders, advantages, disadvantages, and future potentials. As technology develops and the digitalization of the modern era increases, there will be a rise in the application of artificial intelligence in psychiatry; therefore, a comprehensive understanding will be needed. We searched PubMed, Google Scholar, and Science Direct using keywords for this. In a recent review of studies using electronic health records (EHR) with AI and machine learning techniques for diagnosing all clinical conditions, roughly 99 publications have been found. Out of these, 35 studies were identified for mental health disorders in all age groups, and among them, six studies utilized EHR data sources. By critically analyzing prominent scholarly works, we aim to illuminate the current state of this technology, exploring its successes, limitations, and future directions. In doing so, we hope to contribute to a nuanced understanding of AI's potential to revolutionize mental health diagnostics and pave the way for further research and development in this critically important domain.",https://www.semanticscholar.org/paper/5d467329042ac56d16119a9d022801ff8a73e80f,None
ef72410756a8cb4088ec82e2d3d7fbb38f3b0bc2,AI; A New Horizon of Promises & Challenges: ‘Exploring the Impact of Artificial Intelligence (AI) in Mental Health Care’.,S. Manikandan,2023.0,2023-08-01,International Journal of Research Publication and Reviews,1,Semantic Scholar,"Mental health is an important aspect of overall well-being and it has been widely recognized that Artificial intelligence (AI) technologies can play a significant role in improving mental health care. AI has made a significant impact on the healthcare industry, changing the perspectives of identifying, treating and monitoring patients. By enabling more individualized therapies and delivering more precise diagnoses, AI is significantly enhancing healthcare research and outcomes. The ability of AI in healthcare to quickly examine enormous amounts of clinical documentation aids in the identification of illness signs and trends that would otherwise go unnoticed by medical professionals. AI in the mental health field is an emerging field that uses AI techniques like machine learning, natural language processing, and other AI technologies to analyze large amounts of data in order to identify patterns, predict outcomes, and enhance the delivery of mental health care. Healthcare systems can become smarter, quicker, and more effective in providing treatment to millions of people worldwide by utilizing artificial intelligence in hospital and clinical settings. Materials and Methods: Several electronic databases, including PubMed, Wiley, APA Psych Info, Springer, Google Scholar, Web of Science, WHO, Academic Psychiatry, Wikipedia, Research Gate, Forbes, Medline, Healthline were searched for this article.",https://www.semanticscholar.org/paper/ef72410756a8cb4088ec82e2d3d7fbb38f3b0bc2,None
ef20f393c0fca9d1deee5b763f53dfce92bf871a,Integrating Artificial Intelligence (AI) With Workforce Solutions for Sustainable Care: A Follow Up to Artificial Intelligence and Machine Learning (ML) Based Decision Support Systems in Mental Health,Oliver Higgins; R. Wilson,2025.0,2025-03-07,International Journal of Mental Health Nursing,6,Semantic Scholar,"ABSTRACT This integrative literature review examines the evolving role of artificial intelligence (AI) and machine learning (ML) based clinical decision support systems (CDSS) in mental health (MH) care, expanding on findings from a prior review (Higgins et al. 2023). Using and integrative review framework, a systematic search of six databases was conducted with a focus on primary research published between 2022 and 2024. Five studies met the inclusion criteria and were analysed for key themes, methodologies, and findings. The results reaffirm AI's potential to enhance MH care delivery by improving diagnostic accuracy, alleviating clinician workloads, and addressing missed care. New evidence highlights the importance of clinician trust, system transparency, and ethical concerns, including algorithmic bias and equity, particularly for vulnerable populations. Advancements in AI model complexity, such as multimodal learning systems, demonstrate improved predictive capacity but underscore the ongoing challenge of balancing interpretability with innovation. Workforce challenges, including clinician burnout and staffing shortages, persist as fundamental barriers that AI alone cannot resolve. The review not only confirms the findings from the first review but also adds new layers of complexity and understanding to the discourse on AI‐based CDSS in MH care. While AI‐driven CDSS holds significant promise for optimising MH care, sustainable improvements require the integration of AI solutions with systemic workforce enhancements. Future research should prioritise large‐scale, longitudinal studies to ensure equitable, transparent, and effective implementation of AI in diverse clinical contexts. A balanced approach addressing both technological and workforce challenges remain critical for advancing mental health care delivery.",https://www.semanticscholar.org/paper/ef20f393c0fca9d1deee5b763f53dfce92bf871a,None
9ea2177f1abbcf4bef1126e1c2f927518b752e0a,Adolescent mental health in rural settings: the role of artificial intelligence and community engagement,Sarah Grenon; Khanh N. Hoang; Si Luo; Amie Koch,2025.0,2025-09-04,Frontiers in Public Health,0,Semantic Scholar,"Adolescents in rural communities face persistent mental health disparities due to provider shortages, social isolation, and stigma. Traditional care models remain insufficient. This perspective explores how artificial intelligence (AI) tools combined with community engagement strategies can enhance adolescent mental health support in underserved settings. A targeted literature review identified best practices and innovative models that integrate AI in culturally relevant ways. Findings highlight the importance of trusted community partnerships and digital literacy, particularly prompt literacy, in ensuring safe and effective AI use. Nurses are uniquely positioned to lead these efforts, promoting health equity and digital inclusion through community-based, AI-enabled interventions.",https://www.semanticscholar.org/paper/9ea2177f1abbcf4bef1126e1c2f927518b752e0a,None
d23d5bd2b80cf94c4ba0b79c6617adc51f0f890a,Artificial intelligence is mental: Evaluating the role of large-language models in supporting mental health and well-being,Briana Vecchione; Ranjit Singh,2025.0,2025-10-09,Big Data & Society,1,Semantic Scholar,"As artificial intelligence-powered chatbots and large-language models become increasingly integrated into mental health support, they raise complex ethical, economic, and structural challenges—particularly related to dimensions of interaction, labor, and regulation. This commentary explores how users engage with artificial intelligence-driven chatbots for emotional well-being, the economic and professional implications for mental health providers, and the evolving regulatory challenges of artificial intelligence therapy. While chatbots offer the potential benefits of accessibility and personalized responses that resemble human conversation, it is crucial to question the limitations of their reliance on predictive modeling as it relates to their capacity for deep empathy and nuanced care. The growing adoption of artificial intelligence in mental health support threatens to reshape therapeutic labor by disrupting traditional therapy models while simultaneously reinforcing economic precarity among practitioners, and the absence of clear regulatory frameworks raises concerns about accountability, data privacy, and ethical use(s) of artificial intelligence-driven mental health tools. By analyzing these dimensions, this paper highlights the affordances and limits of artificial intelligence in mental health care and advocates for a critical approach to its development and governance.",https://www.semanticscholar.org/paper/d23d5bd2b80cf94c4ba0b79c6617adc51f0f890a,Large Language Model
57378828bf5f22c479ad03a9897bf6cb7737662a,Artificial intelligence (AI) and machine learning (ML) based decision support systems in mental health: An integrative review.,Oliver Higgins; Brooke L Short; Stephan K. Chalup; R. Wilson,2023.0,2023-02-06,International Journal of Mental Health Nursing,96,Semantic Scholar,"An integrative review investigating the incorporation of artificial intelligence (AI) and machine learning (ML) based decision support systems in mental health care settings was undertaken of published literature between 2016 and 2021 across six databases. Four studies met the research question and the inclusion criteria. The primary theme identified was trust and confidence. To date, there is limited research regarding the use of AI-based decision support systems in mental health. Our review found that significant barriers exist regarding its incorporation into practice primarily arising from uncertainty related to clinician's trust and confidence, end-user acceptance and system transparency. More research is needed to understand the role of AI in assisting treatment and identifying missed care. Researchers and developers must focus on establishing trust and confidence with clinical staff before true clinical impact can be determined. Finally, further research is required to understand the attitudes and beliefs surrounding the use of AI and related impacts for the wellbeing of the end-users of care. This review highlights the necessity of involving clinicians in all stages of research, development and implementation of artificial intelligence in care delivery. Earning the trust and confidence of clinicians should be foremost in consideration in implementation of any AI-based decision support system. Clinicians should be motivated to actively embrace the opportunity to contribute to the development and implementation of new health technologies and digital tools that assist all health care professionals to identify missed care, before it occurs as a matter of importance for public safety and ethical implementation. AI-basesd decision support tools in mental health settings show most promise as trust and confidence of clinicians is achieved.",https://www.semanticscholar.org/paper/57378828bf5f22c479ad03a9897bf6cb7737662a,None
ad35f379bd5d9154a4c4877768d9fbff24ab157c,Artificial Intelligence in Mental Health Nursing: Balancing Clinical Efficiency and the Human Touch—A Quest for a New Synthesis,E. Yıldız,2025.0,2025-03-31,Journal of Psychiatric and Mental Health Nursing,3,Semantic Scholar,"ABSTRACT Background Artificial intelligence (AI) applications are increasingly being integrated into mental health nursing, presenting opportunities alongside challenges. Aim This article aims to examine the complex balance between leveraging AI for clinical efficiency and preserving indispensable human elements such as empathy and the therapeutic relationship in mental health nursing. Method Utilizing a review of literature, theoretical approaches, and insights from field observations, this debate essay explores the integration of AI, focusing on potential benefits, risks, and ethical considerations. Results Findings indicate that while AI offers undeniable contributions to diagnostic processes and care coordination, its role should be complementary, not substitutive. Excessive reliance on algorithms risks damaging the patient‐nurse relationship, potentially reducing individuals to data points. Significant ethical issues, including data privacy and algorithmic bias, require careful consideration. Conclusion AI should be implemented to enhance, not replace, human interaction in mental health nursing. A new synthesis is proposed where AI systems support efficiency, thereby allowing nurses more time to address patients’ complex emotional needs. Key recommendations include restructuring nursing education, creating robust feedback channels, and establishing comprehensive ethical principles to preserve the essential human dimension of care.",https://www.semanticscholar.org/paper/ad35f379bd5d9154a4c4877768d9fbff24ab157c,None
a91e31c4e4e0102b425f1d3edc45cebb9684fefd,Defining acceptable data collection and reuse standards for queer artificial intelligence research in mental health: protocol for the online PARQAIR-MH Delphi study,Dan W. Joyce; A. Kormilitzin; J. Hamer-Hunt; Kevin R. McKee; Nenad Tomasev,2024.0,2024-03-01,BMJ Open,4,Semantic Scholar,"Introduction For artificial intelligence (AI) to help improve mental healthcare, the design of data-driven technologies needs to be fair, safe, and inclusive. Participatory design can play a critical role in empowering marginalised communities to take an active role in constructing research agendas and outputs. Given the unmet needs of the LGBTQI+ (Lesbian, Gay, Bisexual, Transgender, Queer and Intersex) community in mental healthcare, there is a pressing need for participatory research to include a range of diverse queer perspectives on issues of data collection and use (in routine clinical care as well as for research) as well as AI design. Here we propose a protocol for a Delphi consensus process for the development of PARticipatory Queer AI Research for Mental Health (PARQAIR-MH) practices, aimed at informing digital health practices and policy. Methods and analysis The development of PARQAIR-MH is comprised of four stages. In stage 1, a review of recent literature and fact-finding consultation with stakeholder organisations will be conducted to define a terms-of-reference for stage 2, the Delphi process. Our Delphi process consists of three rounds, where the first two rounds will iterate and identify items to be included in the final Delphi survey for consensus ratings. Stage 3 consists of consensus meetings to review and aggregate the Delphi survey responses, leading to stage 4 where we will produce a reusable toolkit to facilitate participatory development of future bespoke LGBTQI+–adapted data collection, harmonisation, and use for data-driven AI applications specifically in mental healthcare settings. Ethics and dissemination PARQAIR-MH aims to deliver a toolkit that will help to ensure that the specific needs of LGBTQI+ communities are accounted for in mental health applications of data-driven technologies. The study is expected to run from June 2024 through January 2025, with the final outputs delivered in mid-2025. Participants in the Delphi process will be recruited by snowball and opportunistic sampling via professional networks and social media (but not by direct approach to healthcare service users, patients, specific clinical services, or via clinicians’ caseloads). Participants will not be required to share personal narratives and experiences of healthcare or treatment for any condition. Before agreeing to participate, people will be given information about the issues considered to be in-scope for the Delphi (eg, developing best practices and methods for collecting and harmonising sensitive characteristics data; developing guidelines for data use/reuse) alongside specific risks of unintended harm from participating that can be reasonably anticipated. Outputs will be made available in open-access peer-reviewed publications, blogs, social media, and on a dedicated project website for future reuse.",https://www.semanticscholar.org/paper/a91e31c4e4e0102b425f1d3edc45cebb9684fefd,None
